fidN200,Cluster_code,ADM1NAMEC254,URBAN_RURAC254,LATNUMN2415,LONGNUMN2415,CorrectedLatitude,CorrectedLongitude,Estimated_dislocation_km,Suburb_town_village,regionC254,educationN2415,time2waterN2415,time2wat_1N2415,electricitN2415,radio_fN2415,tv_fN2415,refridgeraN2415,bicycle_fN2415,motorcycleN2415,car_fN2415,V005_sumN2415,chborn_meaN2415,chdied_meaN2415,poorest_meN2415,poorer_meaN2415,middle_meaN2415,richer_meaN2415,richest_meN2415,discard_houshold_iN100,gini2aN2415,meiEAN2415,fidN200_A,Very_poor,Poor,Average,Wealthy,Very_wealthy,Total_ratings,Median_rating,Poorest_weight,poor_weight,Middle_weight,Wealthy_weight,Wealthiest_weight,buildings_size,roofing_material,roofingcondition,larger_buildings,settlement_structure,building_density,greenery,dominant_landuse,image_colour,road_surface_quality,road_width,roads_coverage,vehicles_presence,farm_sizes,hv270_1_poorest,hv270_2_poor,hv270_3_middle,hv270_4_rich,hv270_5_richest,household_total,mean_score270_comb_R_U,mean270_R_U_separated,median_score_comb_R_U_270,median270a_U_R_separated,Recoded_building_size,Recoded_roofing_mat,Recoded_Roofing_condition,Recoded_Taller_Buildings,Recoded_Gridded,Recoded_clustered,Recoded_scattered,Recoded_low_building_density,Recoded_medium_building_density,Recoded_high_building_density,Recoded_low_greenery,Recoded_medium_greenery,Recoded_high_greenery,Recoded_barelands_dominant,Recoded_agriculture_dominant,Recoded_builtup_dominant,Recoded_image_colouration,Recoded_tarred_road,Recoded_untarred_road,Recoded_wider_roads,Recoded_narrow_roads,Recoded_low_road_coverage,Recoded_high_road_coverage,Recoded_farms_Absent,Recoded_smallfarms,Recoded_largefarms,Recoded_vehicular_presence,Recoded_web_welfare_quintiles,PRE_1,PCP_1
46022,TZ181,Mtwara,R,-10.251,40.003,-10.252,39.999,0.46,,Mtwara,2,14.471,10.955,0,0.421,0,0,0.474,0,0,23782623,2.368,0.368,0.53,0.368,0.368,0.211,0,19,0.096,175088.263,46022,0,0,2,0,0,2,3,0,0,1,0,0,1,2,2,1,1,2,3,3,3,2,2,2,1,3,3,7,7,3,1,21,3,3,3,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3,3,0.5
46023,TZ182,Mtwara,R,-10.449,40.317,-10.46,40.323,1.36,Tangazo,Mtwara,1,11.941,13.498,0,0.474,0.053,0,0.421,0.053,0,29887893,3.158,0.684,0,0.632,0.263,0.53,0.53,19,0.108,170714.842,46023,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,3,1,1,3,1,3,1,1,2,1,0,3,0,11,6,2,1,20,3,3,2,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,3,2,0.57
46024,TZ183,Mtwara,U,-10.943,39.254,-10.941,39.269,1.65,Newala,Mtwara,2,20,66.207,0.615,0.615,0.615,0.462,0.154,0.077,0.308,12745876,2,0.308,0,0,0,0.385,0.615,13,0.113,356467.846,46024,0,1,0,1,0,2,3,0,0.5,0,0.5,0,2,2,1,2,3,2,2,3,3,2,2,2,1,3,0,0,0,7,13,20,5,3,5,4,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3,3,0.5
46025,TZ184,Mtwara,R,-10.97,39.438,-10.964,39.423,1.79,Mchori Godown,Mtwara,1,19.375,40.533,0,0.063,0,0,0.313,0.063,0.063,17141264,3.25,0.313,0.188,0.563,0,0.25,0,16,0.131,167754.938,46025,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,1,1,3,1,2,1,3,1,2,2,0,1,4,12,2,3,0,21,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,3,2,0.61
46026,TZ185,Mtwara,R,-10.732,39.338,-10.726,39.339,0.69,Chiule,Mtwara,2,70.5,75.636,0,0.375,0,0,0.542,0,0,27684528,2.333,0.417,0.292,0.417,0.167,0.125,0,24,0.112,164146.042,46026,0,2,0,0,0,2,2,0,1,0,0,0,1,2,2,1,2,1,3,2,3,1,2,3,0,1,8,7,2,2,0,19,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,2,2,0.45
46027,TZ186,Mtwara,R,-10.604,39.261,-10.601,39.255,0.81,Idamnole,Mtwara,2,24.474,28.814,0,0.429,0,0,0.714,0.095,0,23112222,2.143,0.143,0.333,0.238,0.381,0.48,0,21,0.076,158200.905,46027,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,2,1,2,1,2,2,1,1,2,2,0,1,6,7,5,2,0,20,2,3,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,3,2,0.6
46028,TZ187,Mtwara,R,-10.62,38.691,-10.632,38.702,1.75,Nanyindwa,Mtwara,1,148.824,117.627,0,0.471,0,0,0.882,0,0,19009264,2.353,0.294,0.529,0.412,0.59,0,0,17,0.047,142094.118,46028,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,3,1,2,2,2,3,3,1,3,2,1,1,11,10,1,0,0,22,2,2,2,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,3,3,0.43
46029,TZ188,Mtwara,R,-10.452,39.117,-10.435,39.122,1.94,Mumburu B,Mtwara,1,85,47.578,0,0.769,0,0,0.615,0,0,14333020,3.154,0.538,0.77,0.154,0.538,0.231,0,13,0.087,180668.385,46029,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,3,1,2,1,2,1,3,2,3,1,0,1,3,5,7,5,0,20,3,3,3,4,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,3,2,0.59
46030,TZ189,Mtwara,R,-11.022,39.067,-11.005,39.088,2.99,Luatala,Mtwara,2,68.929,78.647,0,0.5,0,0,0.714,0,0,14521234,3.286,0.5,0.429,0.214,0.286,0.71,0,14,0.075,155066.214,46030,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,2,1,1,2,2,3,3,1,2,2,1,1,5,8,7,1,0,21,2,3,2,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,3,2,0.46
46031,TZ190,Mtwara,U,-10.76,39.629,-10.761,39.633,0.41,Tandahimba,Mtwara,2,26.957,40.049,0.435,0.435,0.348,0,0.522,0.174,0,34696926,2.174,0.13,0.43,0.43,0.217,0.478,0.217,23,0.142,245519.261,46031,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,1,2,3,2,2,3,3,1,2,2,0,3,1,1,5,9,5,21,4,2,4,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,3,3,0.46
46032,TZ191,Mtwara,R,-10.81,39.782,-10.819,39.804,2.57,Mihambwe,Mtwara,2,116.316,89.254,0,0.417,0,0,0.625,0.167,0,21923592,2.75,0.292,0,0.458,0.333,0.28,0,24,0.09,175516.958,46032,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,3,1,1,3,2,2,3,3,1,2,2,1,1,1,11,6,3,0,21,3,3,2,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,3,3,0.5
46033,TZ192,Mtwara,R,-10.794,39.517,-10.811,39.521,0.45,Nahyanga,Mtwara,1,70,48.43,0,0.462,0,0,0.615,0,0,15233543,1.846,0.308,0.77,0.385,0.538,0,0,13,0.072,166369.462,46033,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,1,1,3,2,2,2,3,1,2,2,0,1,1,8,12,0,0,21,3,3,3,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,3,3,0.44
46034,TZ193,Mtwara,R,-10.491,39.517,-10.516,39.512,2.85,Liteho,Mtwara,2,61.923,25.457,0,0.462,0,0,0.385,0.077,0,16942432,4,0.615,0.154,0.769,0.77,0,0,13,0.037,150889.923,46034,0,2,0,0,0,2,2,0,1,0,0,0,1,2,3,1,2,1,2,1,3,1,1,2,0,1,4,11,2,0,0,17,2,3,2,3,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,2,2,0.6
46035,TZ194,Mtwara,U,-10.285,40.193,-10.286,40.187,0.63,Mtwara 1,Mtwara,2,1.429,5.345,0,0.5,0.214,0,0.571,0.071,0,17727430,2.143,0.5,0,0.214,0.214,0.429,0.143,14,0.166,230235.714,46035,0,0,2,0,0,2,3,0,0,1,0,0,2,2,3,2,3,3,2,3,3,2,3,3,1,3,2,3,7,9,1,22,3,1,3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,3,3,0.49
46036,TZ195,Mtwara,U,-10.301,40.172,-10.311,40.174,1.05,Mtwara 2,Mtwara,3,0.179,0.945,0.828,0.69,0.621,0.241,0.483,0.069,0,29699712,1.69,0.172,0,0,0,0.13,0.897,29,0.08,368974.759,46036,0,0,1,1,0,2,3.5,0,0,0.5,0.5,0,2,2,2,2,3,2,2,3,3,1,1,2,0,3,0,0,1,4,17,22,5,3,5,4,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,4,3,0.49
46037,TZ196,Mtwara,R,-10.922,38.118,-10.927,38.122,0.68,Nandembo,Mtwara,2,109.667,83.91,0,0.333,0,0,0.667,0.067,0,20299410,2.933,0.467,0.267,0.4,0.2,0.133,0,15,0.098,164024.667,46037,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,2,2,1,2,1,2,2,1,1,2,3,1,1,3,7,8,4,3,0,22,2,3,2,3,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,3,2,0.45
46038,TZ197,Mtwara,R,-11.143,38.584,-11.141,38.576,0.92,Namijati,Mtwara,1,59.444,42.606,0,0.444,0,0,0.667,0,0,11036637,2.778,0.222,0.667,0.111,0.222,0,0,9,0.059,147264,46038,1,1,0,0,0,2,1.5,0.5,0.5,0,0,0,1,2,3,1,2,1,2,1,3,1,2,2,0,3,12,3,3,2,0,20,2,3,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,2,2,0.6
46039,TZ198,Mtwara,R,-10.71,39.014,-10.689,39.022,2.38,Shaurimoyo,Mtwara,2,72.143,36.523,0,0.714,0,0,0.429,0.095,0,27698202,2.524,0.381,0.381,0.143,0.381,0.95,0,21,0.089,154963.81,46039,1,1,0,0,0,2,1.5,0.5,0.5,0,0,0,1,2,2,1,2,1,3,99,3,1,1,1,0,1,9,4,7,1,0,21,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,2,0.6
46040,TZ199,Mtwara,U,-10.719,38.797,-10.716,38.797,0.36,Migongo,Mtwara,3,11.154,17.578,0.769,0.615,0.769,0.154,0.462,0.154,0.077,15783131,1.462,0.077,0,0,0,0.154,0.846,13,0.052,361893.462,46040,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,2,2,2,2,1,2,3,99,3,2,2,2,0,1,0,0,0,3,15,18,5,3,5,3,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,3,0.5
46041,TZ200,Ruvuma,R,-10.893,37.445,-10.871,37.45,2.44,Msagula,Ruvuma,2,65,60.622,0,0.611,0.111,0,0.389,0,0,13796118,2.389,0.333,0.222,0.111,0.278,0.389,0,18,0.143,190135.333,46041,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,2,1,2,2,2,1,1,2,2,2,0,3,3,4,4,5,0,16,3,3,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,3,2,0.54
46042,TZ201,Ruvuma,R,-11.441,37.355,-11.444,37.365,1.16,Jiungeni,Ruvuma,2,19.556,17.87,0,0.722,0.111,0,0.667,0,0,27992556,2.444,0.5,0.333,0.444,0.222,0,0,18,0.057,151252.056,46042,1,1,0,0,0,2,1.5,0.5,0.5,0,0,0,1,2,2,1,2,1,2,1,3,1,2,1,0,3,7,12,2,0,0,21,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,0.59
46043,TZ202,Ruvuma,R,-11.17,37.117,-11.223,37.176,8.6,Chiwana,Ruvuma,2,27.917,12.873,0,0.5,0.083,0,0.417,0,0,10494900,3.417,0.333,0.833,0.83,0.83,0,0,12,0.045,132259.75,46043,1,1,0,0,0,2,1.5,0.5,0.5,0,0,0,1,2,3,1,1,1,2,1,1,1,3,1,0,3,16,3,2,0,0,21,1,2,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,2,2,0.54
46044,TZ203,Ruvuma,R,-10.687,37.028,-10.702,37.026,1.69,Jaribuni,Ruvuma,2,43,38.107,0,0.231,0.154,0,0.077,0,0,14242462,3.154,0.154,0.538,0.231,0.154,0.77,0,13,0.107,148899,46044,1,1,0,0,0,2,1.5,0.5,0.5,0,0,0,1,2,3,1,2,1,2,99,1,1,2,2,0,3,10,8,2,2,0,22,2,2,2,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,2,2,0.6
46045,TZ204,Ruvuma,U,-11.037,37.325,-11.038,37.334,0.95,Tunduru,Ruvuma,2,12.174,23.347,0.833,0.667,0.667,0.417,0.375,0.167,0.25,16798056,1.833,0.333,0,0,0.42,0.25,0.78,24,0.111,364719.958,46045,0,0,1,1,0,2,3.5,0,0,0.5,0.5,0,2,2,1,2,3,3,2,3,1,1,2,2,1,3,1,0,1,5,13,20,4,3,5,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,4,3,0.5
46046,TZ205,Ruvuma,R,-10.787,35.594,-10.783,35.604,1.24,Ipaya,Ruvuma,2,76.154,62.788,0,0.462,0.231,0,0.385,0.308,0,11273769,2.769,0.385,0.231,0.231,0.38,0.231,0,13,0.158,189558.923,46046,0,2,0,0,0,2,2,0,1,0,0,0,2,2,2,2,2,1,3,2,3,1,2,3,0,2,4,6,6,3,0,19,2,3,2,3,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,2,3,0.49
46047,TZ206,Ruvuma,R,-10.52,35.461,-10.519,35.48,1.99,Litoya,Ruvuma,2,53.333,61.594,0,0.333,0,0,0.333,0.167,0,16292376,3.111,0.278,0.111,0.444,0.389,0.56,0,18,0.088,167670.5,46047,1,1,0,1,0,3,2,0.333333333333333,0.333333333333333,0,0.333333333333333,0,1,2,3,1,2,1,2,2,1,2,2,2,0,1,7,7,7,1,0,22,2,3,2,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,2,2,0.61
46048,TZ207,Ruvuma,R,-10.756,35.006,-10.799,35.064,7.92,Kigonsera,Ruvuma,2,18.611,14.833,0,0.421,0,0,0.263,0.211,0,13283432,3.632,0.053,0.53,0.421,0.474,0.53,0,19,0.061,162248.526,46048,0,2,0,0,0,2,2,0,1,0,0,0,1,2,1,1,2,1,2,1,3,2,3,1,1,1,1,10,10,1,0,22,3,3,3,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,2,2,0.61
46049,TZ208,Ruvuma,U,-10.947,34.993,-10.951,34.995,0.46,Mbinga,Ruvuma,2,1.875,5.123,0.813,0.5,0.563,0.063,0,0.125,0.063,11622816,2.125,0.125,0,0,0,0.188,0.813,16,0.06,355967.25,46049,0,0,2,0,0,2,3,0,0,1,0,0,2,2,3,2,3,3,1,3,3,1,3,3,2,3,0,0,0,5,15,20,5,3,5,3,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,3,3,0.49
46050,TZ209,Ruvuma,R,-11.065,34.837,-11.071,34.846,1.19,Mapera,Ruvuma,2,15.938,16.454,0,0.125,0,0,0.125,0.063,0,16769408,2.688,0.063,0,0.125,0.688,0.188,0,16,0.071,184248,46050,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,2,2,3,2,1,2,2,2,3,2,3,3,0,2,0,2,13,5,0,20,3,4,3,4,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,3,3,0.5
46051,TZ210,Ruvuma,R,-10.935,34.762,-10.965,34.749,3.45,Mbula,Ruvuma,2,7.391,13.231,0,0.478,0,0,0,0,0,23040020,2.565,0.217,0,0.43,0.652,0.34,0,23,0.047,194651.391,46051,2,0,0,0,0,2,1,1,0,0,0,0,2,2,3,2,2,1,2,2,3,1,2,2,0,2,0,1,13,8,0,22,3,4,3,4,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0.53
46052,TZ211,Ruvuma,R,-10.821,34.87,-10.791,34.89,3.98,Liwihi,Ruvuma,2,5.632,9.118,0,0.316,0.053,0,0,0.105,0,16665356,2.632,0.263,0,0.263,0.316,0.421,0,19,0.078,187958.211,46052,1,0,1,0,0,2,2,0.5,0,0.5,0,0,1,2,2,2,2,1,3,2,3,1,2,2,0,2,0,7,10,4,0,21,3,4,3,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,2,3,0.46
46053,TZ212,Ruvuma,U,-10.683,35.632,-10.688,35.641,1.19,Ruvuma 1,Ruvuma,2,4.722,14.397,0.667,0.714,0.524,0.19,0.286,0.286,0,17083941,1.857,0.19,0,0,0,0.238,0.762,21,0.091,360003.238,46053,1,1,0,0,0,2,1.5,0.5,0.5,0,0,0,1,2,3,1,1,3,2,3,1,1,2,2,1,3,0,0,0,7,13,20,5,3,5,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,2,2,0.46
46054,TZ213,Ruvuma,U,-10.689,35.633,-10.694,35.633,0.52,Ruvuma 2,Ruvuma,2,59.762,82.166,0.381,0.476,0.333,0.095,0.238,0.143,0,36516354,2.714,0.19,0,0,0,0.571,0.429,21,0.103,301499.048,46054,0,2,0,0,0,2,2,0,1,0,0,0,2,2,2,2,1,2,2,3,3,1,2,2,1,3,0,0,1,14,7,22,4,2,4,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,2,3,0.49
46055,TZ214,Ruvuma,U,-10.652,35.654,-10.647,35.641,1.54,Songea,Ruvuma,3,2.143,4.892,0.818,0.773,0.727,0.182,0.318,0.273,0,20001256,1.545,0.273,0,0,0,0.136,0.864,22,0.065,365846.818,46055,0,2,0,0,0,2,2,0,1,0,0,0,2,2,3,2,3,2,2,3,3,1,2,2,0,3,0,0,0,5,16,21,5,3,5,3,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,2,3,0.45
46056,TZ215,Ruvuma,R,-10.442,36.116,-10.457,36.127,2.01,Namtumb 1,Ruvuma,2,15.75,27.012,0.05,0.6,0.25,0,0.65,0.05,0.1,19862700,2.7,0.5,0,0,0.25,0.55,0.2,20,0.132,244130.9,46056,0,1,2,0,0,3,3,0,0.333333333333333,0.666666666666667,0,0,1,2,3,1,2,1,3,99,3,1,2,1,0,3,0,0,5,12,4,21,4,5,4,5,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,2,0.61
46057,TZ216,Ruvuma,U,-10.519,36.158,-10.492,36.127,4.48,Namtumbo 2,Ruvuma,2,37.727,38.598,0,0.583,0.167,0,0.417,0.083,0,15936600,2.917,0.667,0.5,0.42,0.42,0.292,0.125,24,0.244,184561.125,46057,0,0,1,1,0,2,3.5,0,0,0.5,0.5,0,2,2,2,2,1,1,1,1,3,1,3,3,0,3,11,2,1,6,1,21,2,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,4,2,0.51
46058,TZ217,Ruvuma,R,-10.544,35.838,-10.551,35.863,2.83,Namabengo,Ruvuma,2,19.063,14.635,0,0.529,0.118,0,0.235,0.118,0,14067313,2.706,0.471,0,0.176,0.412,0.412,0,17,0.099,189360.706,46058,1,1,0,0,0,2,1.5,0.5,0.5,0,0,0,1,2,3,1,2,1,2,2,1,1,2,2,1,2,1,5,10,6,0,22,3,4,3,4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,2,2,0.61
46059,TZ218,Ruvuma,R,-10.52,35.692,-10.536,35.684,1.83,Tanga,Ruvuma,2,15.417,8.107,0,0.571,0.143,0,0.286,0.071,0,9959082,2.429,0.214,0,0.286,0.214,0.429,0.71,14,0.142,209874.571,46059,0,3,0,0,0,3,2,0,1,0,0,0,1,2,3,1,1,1,2,1,3,1,2,2,0,2,0,4,7,9,1,21,3,4,3,4,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,2,0.58
46060,TZ219,Ruvuma,R,-11.251,34.979,-11.267,35,2.91,Tingi,Ruvuma,2,23.409,13.308,0,0.273,0,0,0.227,0.273,0,20966462,3.545,0.227,0,0.273,0.727,0,0,22,0.046,171846.682,46060,0,1,1,0,0,2,2.5,0,0.5,0.5,0,0,1,2,2,1,1,1,1,2,3,1,2,2,0,2,1,7,13,1,0,22,3,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,0.59
46061,TZ220,Ruvuma,R,-10.649,34.745,-10.736,34.775,9.89,Kilindi,Ruvuma,1,35.385,27.497,0,0.231,0,0,0.154,0.154,0,13215956,2.846,0.308,0.38,0.538,0.154,0,0,13,0.053,149281.769,46061,2,0,0,0,0,2,1,1,0,0,0,0,1,2,3,1,1,1,3,99,3,1,2,2,0,3,4,9,5,0,0,18,2,3,2,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,2,0.59
46062,TZ221,Iringa,R,-7.625,35.62,-7.626,35.624,0.43,Mfyome,Iringa,2,27.5,15.584,0.25,0.75,0,0,0.375,0,0,5435728,1.75,0,0,0.125,0.25,0.625,0,8,0.096,208996.875,46062,0,0,1,1,0,2,3.5,0,0,0.5,0.5,0,2,2,2,2,2,2,2,3,1,1,1,1,0,3,1,1,12,7,0,21,3,4,3,4,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,4,2,0.46
46063,TZ222,Iringa,R,-7.989,35.697,-7.957,35.675,4.35,Ng'enza,Iringa,2,40.263,41.078,0,0.5,0.1,0,0.75,0.1,0,15931840,2.9,0.2,0.3,0.4,0.2,0.1,0,20,0.102,158472.9,46063,2,0,0,0,0,2,1,1,0,0,0,0,1,2,3,1,1,1,1,3,1,1,3,2,1,2,8,6,7,1,0,22,2,2,2,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,2,0.61
46064,TZ223,Iringa,R,-8.03,35.301,-8.059,35.318,3.72,Magunga,Iringa,1,30.455,18.635,0,0.545,0,0,0.455,0.091,0,9175364,4.545,0.364,0.182,0.455,0.182,0.182,0,11,0.081,166376.909,46064,2,0,0,0,0,2,1,1,0,0,0,0,1,2,3,1,2,1,2,2,3,1,2,2,0,1,2,5,7,6,1,21,3,4,3,4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,2,0.61
46065,TZ224,Iringa,R,-7.287,35.494,-7.3,35.472,2.83,Kisanga,Iringa,2,38.889,18.114,0,0.778,0.167,0,0.444,0.222,0.111,11971062,3.222,0.556,0.222,0.389,0.278,0,0.111,18,0.149,170365.667,46065,2,0,0,0,0,2,1,1,0,0,0,0,1,2,3,1,1,1,1,1,3,1,2,1,0,3,7,7,6,0,1,21,2,3,2,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,2,0.52
46066,TZ225,Iringa,R,-7.847,35.789,-7.864,35.784,1.9,Kitayawa,Iringa,2,29.545,14.045,0.091,0.364,0,0,0.455,0,0,7745430,3.545,0,0.273,0.91,0.364,0.273,0,11,0.148,179190.909,46066,0,2,0,0,0,2,2,0,1,0,0,0,2,2,1,2,1,2,1,1,1,1,2,2,0,1,1,4,9,8,0,22,3,4,3,4,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,2,2,0.47
46067,TZ226,Iringa,R,-8.749,35.226,-8.75,35.202,2.57,Magunguli,Iringa,2,21.071,16.074,0,0.357,0.214,0,0.571,0.286,0.143,10059378,2.714,0.429,0,0.143,0.286,0.429,0.143,14,0.128,211843.571,46067,2,0,0,0,0,2,1,1,0,0,0,0,1,2,3,1,2,1,2,2,3,1,2,2,0,2,2,4,6,8,1,21,3,4,3,4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0.61
46068,TZ227,Iringa,U,-8.588,35.151,-8.589,35.154,0.29,Igowole,Iringa,3,13.542,15.497,0.577,0.923,0.577,0.077,0.654,0.269,0,6555640,1.923,0,0,0,0,0.385,0.615,26,0.097,314952.192,46068,0,2,0,0,0,2,2,0,1,0,0,0,2,2,3,2,1,3,1,3,1,2,2,2,2,3,0,0,0,14,8,22,4,2,4,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,2,3,0.49
46069,TZ228,Iringa,R,-8.686,34.927,-8.695,34.931,1.13,Kinegemb,Iringa,2,22.647,19.131,0.118,0.529,0.059,0,0.706,0.235,0,12672956,3.176,0.353,0,0.118,0.412,0.471,0,17,0.086,199143.529,46069,0,1,0,1,0,2,3,0,0.5,0,0.5,0,1,2,2,2,1,1,1,1,1,2,3,2,1,2,2,4,8,7,0,21,3,4,3,4,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,3,2,0.59
46070,TZ229,Iringa,R,-8.298,35.022,-8.274,34.998,3.69,Sadani,Iringa,2,44.615,15.064,0,0.5,0,0,0.5,0.143,0,9578744,2.714,0.071,0.71,0.286,0.571,0.71,0,14,0.065,172940.857,46070,0,1,0,1,0,2,3,0,0.5,0,0.5,0,1,2,2,1,2,1,2,2,3,1,2,2,0,2,2,3,13,2,0,20,3,3,3,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,0.57
